"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN23","53.0","0","0","false","0","CLDN23","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CLDN12","53.0","0","0","false","0","CLDN12","0"
"0.0","0.0","0.0","0.5","0","3","3","false","KRT8","53.333333333333336","0","0","false","0","KRT8","0"
"0.0","0.0","0.0","0.0","0","1","1","false","RAB25","53.0","0","0","false","0","RAB25","0"
"0.0","0.0","0.0","0.5","0","3","3","false","KRT18","53.333333333333336","0","0","false","0","KRT18","0"
"2.911888111888112","6.862532259952173","0.34341978866474543","0.017470300489168415","4","60","6","false","KRT19","7.185185185185185","54","4","false","1","KRT19","34727313"
"0.0","0.0","0.0","0.5","0","2","2","false","EPCAM","53.5","0","0","false","0","EPCAM","0"
"3.3804195804195802","0.14211338340878912","0.29582126603227143","0.0","5","4","3","false","CDH1","77.5","1","0","false","0","CDH1","1056394"
"0.0","0.0","0.0","0.0","0","1","1","false","CCDC102A","53.0","0","0","false","0","CCDC102A","0"
"0.0","0.0","0.0","0.0","0","1","1","false","SCARB1","53.0","0","0","false","0","SCARB1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","CD81","53.0","0","0","false","0","CD81","0"
"3.4755244755244754","1.1689896856770141","0.28772635814889336","0.4166666666666667","5","6","4","false","ELF3","53.5","2","2","false","0","ELF3","7045419"
"0.0","0.0","0.0","0.0","0","1","1","false","TACSTD2","53.0","0","0","false","0","TACSTD2","0"
"0.0","0.0","0.0","0.0","0","1","1","false","ST14","53.0","0","0","false","0","ST14","0"
"0.0","0.0","0.0","0.0","0","1","1","false","SPINT1","53.0","0","0","false","0","SPINT1","0"
"0.0","0.0","0.0","0.0","0","1","1","false","PRSS8","53.0","0","0","false","0","PRSS8","0"
"0.0","0.0","0.0","0.0","0","1","1","false","PKP3","53.0","0","0","false","0","PKP3","0"
